RBD,NOM_RBD,NOM_COM_RBD,COD_DEPE,RURAL_RBD,ESTADO_ESTAB,MAT_TOTAL,ENS_01
1872,ESCUELA BASICA LA CANELA,PUCHUNCAVÍ,2,1,2,0,0
1873,ESCUELA HORCON,PUCHUNCAVÍ,2,0,1,209,10
1874,ESCUELA BASICA LA LAGUNA,PUCHUNCAVÍ,2,0,1,170,10
1875,COLEGIO MAITENCILLO,PUCHUNCAVÍ,2,0,1,223,10
1876,ESCUELA BASICA LA QUEBRADA,PUCHUNCAVÍ,2,1,1,20,110
1877,ESCUELA PUCALAN,PUCHUNCAVÍ,2,1,1,29,110
1878,ESCUELA BASICA EL RUNGUE,PUCHUNCAVÍ,2,1,1,110,10
1879,ESCUELA LOS MAITENES,PUCHUNCAVÍ,2,1,3,0,0
1880,COLEGIO INDUSTRIAL ANDRES BELLO LOPEZ,QUILPUÉ,1,0,1,322,510
1881,COLEGIO LUIS CRUZ MARTÍNEZ,QUILPUÉ,1,0,1,570,10
1882,LICEO GUILLERMO GRONEMEYER ZAMORANO,QUILPUÉ,1,0,1,357,110
1884,LICEO COMERCIAL ALEJANDRO LUBET V,QUILPUÉ,1,0,1,531,110
1885,COLEGIO CAPITAN IGNACIO CARRERA PINTO,QUILPUÉ,1,0,1,148,10
1886,COLEGIO MANUEL BULNES PRIETO,QUILPUÉ,1,0,1,427,10
1887,ESCUELA GUARDIAMARINA GUILLERMO ZANARTU I.,QUILPUÉ,1,0,1,699,10
1888,ESC.CDTE. ELEUTERIO RAMIREZ MOLINA,QUILPUÉ,1,0,1,291,10
1889,COLEGIO FERNANDO DURAN VILLARREAL,QUILPUÉ,1,0,1,419,10
1890,COLEGIO JOSE MIGUEL INFANTE,QUILPUÉ,1,0,1,219,10
1891,ESCUELA BASICA JORGE ROCK LARA,QUILPUÉ,1,0,1,248,10
1892,ESCUELA BASICA GASPAR CABRALES,QUILPUÉ,1,0,1,218,10
1893,ESCUELA BASICA DARIO SALAS,QUILPUÉ,1,0,1,275,10
1894,CENTRO DE EDUCACION DE ADULTOS,QUILPUÉ,1,0,1,373,167
1895,LICEO TECNICO PROFESIONAL MANNHEIM,QUILPUÉ,1,0,1,292,10
1896,ESCUELA,QUILPUÉ,1,0,3,0,0
1898,ESCUELA THEODOR HEUSS,QUILPUÉ,1,0,1,289,10
1899,ESCUELA TENIENTE IGNACIO SERRANO MONTANER,QUILPUÉ,1,0,1,218,10
1900,ESCUELA LOS MOLLES DE MARGA MARGA,QUILPUÉ,1,1,1,59,10
1901,ESCUELA SANTIAGO BUERAS,QUILPUÉ,1,1,1,71,10
1903,ESCUELA VICENTE EDWARDS PINTO,QUILPUÉ,1,1,3,0,0
1904,ESC. BASICA MARTIN GALAN,QUILPUÉ,1,0,3,0,0
1905,GABRIELA MISTRAL DE LA RETUCA,QUILPUÉ,1,1,3,0,0
1906,ESCUELA DELFINA ALARCON HENRIQUEZ,QUILPUÉ,1,1,1,36,10
1908,COLEGIO ULISES GNECCO,QUILPUÉ,3,0,1,174,110
1909,COLEGIO LIAHONA,QUILPUÉ,3,0,1,1222,10
1910,COLEGIO CARLOS CONDELL,QUILPUÉ,3,0,3,0,0
1911,COLEGIO CREP,QUILPUÉ,3,0,1,526,10
1913,LICEO RODRIGO DE ARAYA,VILLA ALEMANA,3,0,3,0,0
1914,LICEO JUAN XXIII EL BELLOTO,QUILPUÉ,3,0,3,0,0
1917,ESCUELA PARTICULAR EXEQUIEL PUELMA SILVA,QUILPUÉ,3,0,1,170,10
1918,COLEGIO LOS LEONES DE QUILPUE,QUILPUÉ,3,0,1,948,10
1919,COLEGIO H. F. CAMILO HENRIQUEZ,QUILPUÉ,3,0,1,563,10
1920,COLEGIO ADVENTISTA,QUILPUÉ,3,0,3,0,0
1921,COLEGIO PARTICULAR PATRICIA,QUILPUÉ,3,0,3,0,0
1922,ESCUELA PARTICULAR SUN VALLEY SCHOOL,QUILPUÉ,3,0,3,0,0
1923,COLEGIO CRISTIANO DE QUILPUE,QUILPUÉ,3,0,1,670,10
1924,ESCUELA PARTICULAR INFANTES DEL SOL,QUILPUÉ,3,0,1,182,10
1925,COLEGIO PARTICULAR SAN JORGE,QUILPUÉ,3,0,3,0,0
1926,C.T.I. LOS NOMEOLVIDES,QUILPUÉ,3,0,2,0,0
1927,ESCUELA JUAN DE SAAVEDRA,QUILPUÉ,3,0,3,0,0
1928,ESCUELA PARTICULAR CAPILLA VALENCIA,QUILPUÉ,3,0,3,0,0
1930,ABRAHAM LINCOLN MEMORIAL COLLEGE,QUILPUÉ,3,0,1,229,10
1931,KING EDWARD SCHOOL,QUILPUÉ,3,0,1,55,10
1932,COLEGIO PANAL II,QUILPUÉ,3,0,1,44,10
1934,COLEGIO ESPERANZA,QUILPUÉ,3,0,1,1189,10
1935,COLEGIO INGLES RELIGIOSAS PASIONISTAS,QUILPUÉ,4,0,3,0,0
1936,COLEGIO DANIEL DE LA VEGA,QUILPUÉ,4,0,3,0,0
1937,COLEGIO COEDUCACIONAL PART. QUILPUE,QUILPUÉ,4,0,1,427,10
1938,COLEGIO ALEMAN DE VALPARAISO,QUILPUÉ,4,0,3,0,0
1941,COLEGIO EL BELLOTO,QUILPUÉ,3,0,1,676,10
1942,JARDIN INFANTIL HANSEL Y GRETEL,QUILPUÉ,4,0,3,0,0
1948,JARDIN INFANTIL DUMBO,QUILPUÉ,4,0,3,0,0
1949,JARDIN INFANTIL COLIBRI,QUILPUÉ,4,0,1,93,10
1954,COLEGIO PART.ANGLO-FRANCES,QUILPUÉ,4,0,3,0,0
1956,LICEO VESPERTINO CREP,QUILPUÉ,4,0,3,0,0
1958,LICEO TECNOLOGICO VILLA ALEMANA,VILLA ALEMANA,1,0,1,417,165
1959,WINDMILL COLLEGE,VILLA ALEMANA,1,0,1,401,10
1960,ESCUELA MANUEL BAQUEDANO,VILLA ALEMANA,1,0,3,0,0
1961,ESCUELA LATINA INES GALLARDO ORELLANA,VILLA ALEMANA,1,0,1,245,10
1962,WINDMILL COLLEGE,VILLA ALEMANA,1,0,3,0,0
1963,ESCUELA BASICA DIEGO BARROS ARANA,VILLA ALEMANA,1,0,1,227,10
1965,COLEGIO ITALO COMPOSTO SCARPATI,VILLA ALEMANA,1,0,1,209,10
1966,ESCUELA BASICA CATALUNYA,VILLA ALEMANA,1,0,1,255,10
1967,LICEO BICENTENARIO TÉCNICO PROFESIONAL MARY GRAHAM,VILLA ALEMANA,1,0,1,1476,10
1968,ESCUELA MELVIN JONES,VILLA ALEMANA,1,0,1,117,110
1969,COLEGIO CHARLES DARWIN,VILLA ALEMANA,1,0,1,415,10
1970,ESCUELA DIEGO PORTALES,VILLA ALEMANA,1,0,1,260,10
1971,ESCUELA MANUEL MONTT,VILLA ALEMANA,1,0,1,439,10
1972,ESCUELA DE EDUC. DIFERENCIAL NUEVO AMANECER,VILLA ALEMANA,1,0,1,94,212
1973,ESCUELA VICEALMIRANTE ARTURO WILSON N.,VILLA ALEMANA,1,0,2,0,0
1975,ESCUELA JUAN BAUTISTA ALBERDI,VILLA ALEMANA,1,0,1,236,10
1976,ESCUELA EL PATAGUAL,VILLA ALEMANA,1,1,1,110,10
1977,COLEGIO NACIONAL,VILLA ALEMANA,3,0,1,1961,10
1980,COLEGIO PARTICULAR JEAN PIAGET,VILLA ALEMANA,3,0,1,463,10
1982,COLEGIO RELIGIOSAS HOSPITALARIAS SN.JOSE,VILLA ALEMANA,3,0,3,0,0
1983,COLEGIO LAS AGUILAS,VILLA ALEMANA,3,0,3,0,0
1985,CENTRO INFANTIL EL BUEN CAMINO,VILLA ALEMANA,3,0,1,115,110
1987,COLEGIO NUEVO CHILENO BRITANICO,VILLA ALEMANA,3,0,1,349,10
1988,SCUOLA ITALIANA GIROLAMO LONGHI,VILLA ALEMANA,4,0,3,0,0
1989,INTERNADO ALEMAN,VILLA ALEMANA,4,0,1,621,10
1990,COLEGIO CAPULLITO,VILLA ALEMANA,4,0,3,0,0
1992,JARDIN INFANTIL GULLIVER,VILLA ALEMANA,4,0,3,0,0
1993,JARDIN INFANTIL PEPILIN,VILLA ALEMANA,4,0,3,0,0
1996,LICEO MANUEL DE SALAS,CASABLANCA,2,0,1,648,310
1997,ESCUELA DOMINGO ORTIZ DE ROZAS,CASABLANCA,2,0,1,466,10
1998,ESCUELA ARTURO ECHAZARRETA LARRAIN,CASABLANCA,2,0,1,301,10
1999,ESCUELA MANUEL BRAVO REYES,CASABLANCA,2,0,1,441,10
2000,ESCUELA LOS MAITENES,CASABLANCA,2,1,2,0,0
2002,ESCUELA BASICA EL BATRO,CASABLANCA,2,1,2,0,0
2003,ESCUELA SAN PEDRO DE QUINTAY,CASABLANCA,2,0,1,95,10
2004,ESCUELA FRANCISCO ECHEVERRIA,CASABLANCA,2,0,3,0,0
2005,ESCUELA BASICA LAGUNILLAS,CASABLANCA,2,0,1,150,10
2006,ESCUELA ALBERTO HURTADO CRUCHAGA,CASABLANCA,2,1,3,0,0
2007,COLEGIO PARTIC. JULIO MONTT SALAMANCA,CASABLANCA,3,0,1,386,10
2008,ESCUELA PURISIMA DE LO VASQUEZ,CASABLANCA,3,0,1,211,110
2009,COLEGIO INSULAR ROBINSON CRUSOE,JUAN FERNÁNDEZ,6,1,1,175,10
2011,ESCUELA ESPECIAL DIVINO MAESTRO,SAN ANTONIO,2,0,1,37,212
2012,PROFESOR JUAN DANTE PARRAGUEZ ARELLANO,SAN ANTONIO,2,0,1,370,310
2013,INST.COMERCIAL MARITIMO PACIFICO SUR,SAN ANTONIO,2,0,1,777,110
2014,ESCUELA POETA PABLO NERUDA,SAN ANTONIO,2,0,1,373,10
2017,ESCUELA VILLA LAS DUNAS,SAN ANTONIO,2,0,1,230,10
2018,ESCUELA MOVILIZADORES PORTUARIOS,SAN ANTONIO,2,0,1,892,10
2019,COLEGIO ESPANA,SAN ANTONIO,2,0,1,419,10
2020,ESCUELA PRESIDENTE PEDRO AGUIRRE CERDA,SAN ANTONIO,2,0,1,246,10
2021,PADRE ANDRE COINDRE,SAN ANTONIO,2,0,1,684,10
2022,ESCUELA BASICA SAN JOSE DE CALASANZ,SAN ANTONIO,2,0,1,201,10
2023,ESCUELA CRISTO DEL MAIPO,SAN ANTONIO,2,0,1,149,10
2024,PROFESOR PEDRO VIVEROS ORMENO,SAN ANTONIO,2,0,1,164,10
2025,ESCUELA PRE-BASICA PETER PAN,SAN ANTONIO,2,0,1,58,10
2026,ESCUELA BASICA CERRO PLACILLA,SAN ANTONIO,2,0,1,540,10
2027,ESCUELA POETA HUIDOBRO,SAN ANTONIO,2,0,1,174,10
2028,PARVULARIO RAYITO DE SOL,SAN ANTONIO,2,0,1,98,10
2031,DOMINGO FAUSTINO SARMIENTO,SAN ANTONIO,2,1,3,0,0
2033,ESCUELA BASICA VALLE ABAJO,SAN ANTONIO,2,1,3,0,0
2034,ESCUELA JAIME IRARRAZABAL CORREA,SAN ANTONIO,2,1,3,0,0
2035,COLEGIO AGRÍCOLA CUNCUMÉN GONZALO BARROS AMUNÁTEGUI,SAN ANTONIO,2,1,1,202,10
2036,ESCUELA BASICA LEYDA,SAN ANTONIO,2,1,1,87,10
2037,EDUARDO FERNANDEZ DE ASTURIAS,SAN ANTONIO,2,1,1,181,10
2038,ESCUELA BASICA EL ASILO,SAN ANTONIO,2,1,1,23,10
2039,COLEGIO JOSE LUIS NORRIS,SAN ANTONIO,3,0,3,0,0
2040,LICEO NACIONAL DE LLO LLEO,SAN ANTONIO,3,0,1,903,10
2041,LICEO SANTA TERESITA DE LLOLLEO,SAN ANTONIO,3,0,1,716,10
2042,INSTITUTO DEL PUERTO DE SAN ANTONIO,SAN ANTONIO,3,0,1,1221,10
2043,INSTITUTO ERCILLA,SAN ANTONIO,3,0,1,462,10
2044,ESCUELA INDUSTRIAL SAN ANTONIO,SAN ANTONIO,3,0,1,667,510
2045,LICEO GABRIELA MISTRAL,SAN ANTONIO,3,0,1,520,110
2047,COLEGIO PARTICULAR SARA CRUCHAGA,SAN ANTONIO,3,0,1,522,10
2048,COLEGIO SAGRADA FAMILIA,SAN ANTONIO,3,0,1,355,10
2049,COLEGIO FUND.EDUC. FERNANDEZ LEON,SAN ANTONIO,3,0,1,624,10
2050,COLEGIO NUESTRA SENORA DE POMPEYA,SAN ANTONIO,3,0,1,420,10
2051,ESC. PARTICULAR N_ 22 SAN RAFAEL,SAN ANTONIO,3,0,3,0,0
2052,COLEGIO PROVIDENCIA,SAN ANTONIO,3,0,1,398,10
2053,INSTITUTO PSICOPEDAGOGICO,SAN ANTONIO,3,0,1,76,212
2054,COLEGIO PART.GUILLERMO BLEST GANA,SAN ANTONIO,3,0,1,183,10
2055,COLEGIO EL RETIRO,SAN ANTONIO,3,0,1,487,10
2057,ESCUELA PARTICULAR N. 33 MARIA KONIG,SAN ANTONIO,3,0,1,103,10
2058,ESCUELA DE PARVULOS BLANCA NIEVES,SAN ANTONIO,4,0,3,0,0
2061,COLEGIO CRISTO REY,SAN ANTONIO,4,0,3,0,0
2064,LICEO POETA VICENTE HUIDOBRO,CARTAGENA,2,0,1,569,310
2065,ESCUELA PRESIDENTE AGUIRRE CERDA,CARTAGENA,2,0,1,804,10
2066,LICEO EUGENIA SUBERCASEAUX,CARTAGENA,2,0,1,781,10
2067,ESCUELA BASICA ROSARIO ARRIBA,CARTAGENA,2,1,2,0,0
2068,ESCUELA CARMEN ROMERO AGUIRRE,CARTAGENA,2,1,1,142,10
2069,ESCUELA LO ZARATE,CARTAGENA,2,1,1,59,110
2071,ESCUELA BASICA SAN FRANCISCO,CARTAGENA,2,1,1,43,10
2072,ESCUELA BASICA PADRE ALBERTO HURTADO,CARTAGENA,2,0,3,0,0
2073,ESCUELA PARTICULAR N. 20 CARTAGENA,CARTAGENA,3,0,3,0,0
2074,ESCUELA BASICA LAS CRUCES,EL TABO,2,0,1,455,10
2075,COLEGIO EL TABO,EL TABO,2,0,1,901,10
2076,ESCUELA BASICA QUILLAYCILLO,EL TABO,2,0,1,112,10
2078,COMPLEJO EDUCACIONAL CLARA SOLOVERA,EL QUISCO,2,0,1,662,10
2079,ESCUELA POETA NERUDA DE ISLA NEGRA,EL QUISCO,2,0,1,421,10
2081,ESCUELA EL TOTORAL,EL QUISCO,2,1,1,354,10
2083,ESC.PART. SAN MIGUEL ARCANGEL,EL QUISCO,3,0,1,443,10
2084,COLEGIO CARLOS ALESSANDRI ALTAMIRANO,ALGARROBO,2,0,1,1225,10
2085,ESCUELA BASICA RURAL EL YECO,ALGARROBO,2,1,1,186,10
2086,ESCUELA BASICA RURAL EL BOCHINCHE,ALGARROBO,2,1,3,0,0
2087,ESCUELA BASICA RURAL SAN JOSE,ALGARROBO,2,1,1,122,10
2089,ESCUELA PARTICULAR SAN JOSE,ALGARROBO,3,1,1,86,10
2090,COLEGIO TERESA DE LOS ANDES-ALGARROBO,ALGARROBO,3,0,1,559,10
2091,COLEGIO BICENTENARIO PEOPLE HELP PEOPLE,SANTO DOMINGO,2,0,1,1178,10
2092,ESCUELA EL CONVENTO,SANTO DOMINGO,2,1,1,201,10
2093,ESCUELA BUCALEMITO,SANTO DOMINGO,2,1,1,14,110
2095,ESCUELA BASICA JUANITA FERNANDEZ S.,SANTO DOMINGO,2,1,1,17,110
2096,ESCUELA BASICA CLAUDIO VICUNA,SANTO DOMINGO,2,1,1,178,10
2097,ESCUELA JUDITH VARELA DE ESTURILLO,SANTO DOMINGO,2,1,2,0,0
2098,ESC. BASICA ELISA RUIZ-TAGLE FERNANDEZ,SANTO DOMINGO,2,1,2,0,0
2099,COLEGIO STO. DOMINGO HELEN LEE LASSEN,SANTO DOMINGO,3,0,1,468,10
2100,JARDIN INFANTIL PINOCHO,SANTO DOMINGO,4,0,3,0,0
2101,COLEGIO BASICO LORENZO BAEZA VEGA,ISLA DE PASCUA,2,0,1,626,10
2102,LICEO TECNICO A-4,RANCAGUA,5,0,1,609,310
2103,LICEO BICENTENARIO INDUSTRIAL PRESIDENTE PEDRO AGUIRRE,RANCAGUA,5,0,1,933,310
2104,LICEO BICENTENARIO COMERCIAL DIEGO PORTALES,RANCAGUA,1,0,1,1696,310
2105,LICEO INDUSTRIAL ERNESTO PINTO LAGARRIGUE,RANCAGUA,5,0,1,1210,510
2106,ESCUELA DE RANCAGUA,RANCAGUA,1,0,3,0,0
2107,ESCUELA DE CULTURA ARTISTICA,RANCAGUA,1,0,3,0,0
2108,ESCUELA ESPECIAL DE ADULTOS,RANCAGUA,1,1,3,0,0
2109,LICEO DE NIÑAS DE RANCAGUA,RANCAGUA,1,0,1,580,110
2110,LICEO MUNICIPAL OSCAR CASTRO ZUNIGA,RANCAGUA,1,0,1,2358,110
2111,LICEO MUNICIPAL JOSE VICTORINO LASTARRIA,RANCAGUA,1,0,1,645,310
2112,ESCUELA MUNICIPAL MOISES MUSSA,RANCAGUA,1,0,1,576,10
2114,ESCUELA MUNICIPAL MARCELA PAZ,RANCAGUA,1,0,1,720,10
2115,ESCUELA MUNICIPAL RENE SCHNEIDER CHEREAU,RANCAGUA,1,0,1,356,10
2116,COLEGIO MUNICIPAL EDUARDO DE GEYTER,RANCAGUA,1,0,1,457,10
2117,ESCUELA MUNICIPAL PEDRO AGUIRRE CERDA,RANCAGUA,1,0,2,0,0
2118,COLEGIO ESPANA,RANCAGUA,1,0,1,528,10
2119,ESCUELA MUNICIPAL MANUEL RODRIGUEZ,RANCAGUA,1,0,1,240,10
2120,ESCUELA MUNICIPAL MINERAL EL TENIENTE,RANCAGUA,1,0,1,945,10
2121,COLEGIO REPUBLICA ARGENTINA,RANCAGUA,1,0,1,662,110
2122,ESCUELA MUNICIPAL EL COBRE,RANCAGUA,1,0,1,427,10
2123,INSTITUTO TECNOLOGICO MINERO BERNARDO OHIGGINS,RANCAGUA,1,0,1,806,110
2124,LICEO INTEGRADO LIBERTADOR SIMÓN BOLIVAR,RANCAGUA,1,0,1,804,10
2125,COLEGIO PABLO GARRIDO,RANCAGUA,1,0,1,302,10
2126,COL. JOSE A. MANSO DE VELASCO Y S.,RANCAGUA,1,0,1,340,10
2129,COLEGIO AURORA DE CHILE,RANCAGUA,1,0,1,801,10
2131,ESCUELA MUNICIPAL CARLOS MIRANDA MIRANDA,RANCAGUA,1,0,1,199,10
2132,ESCUELA MUNICIPAL PATRICIO MEKIS,RANCAGUA,1,0,1,269,10
2133,COL.ESPECIAL DR. RICARDO OLEA GULDEMONT,RANCAGUA,1,0,1,124,212
2134,LICEO COMERCIAL JORGE ALESSANDRI R.,RANCAGUA,1,0,1,480,310
2135,ESCUELA MUNICIPAL JEAN PIAGET,RANCAGUA,1,0,1,406,10
2136,ESCUELA MUNICIPAL ISABEL RIQUELME,RANCAGUA,1,0,1,291,10
2137,ESCUELA MUNICIPAL GERMAN RIESCO,RANCAGUA,1,1,3,0,0
2138,ESCUELA MUNICIPAL ALBERTO BLEST GANA,RANCAGUA,1,1,1,146,10
2139,ESCUELA MUNICIPAL VIRGINIA BRAVO,RANCAGUA,1,1,1,194,10
2140,ESCUELA MUNICIPAL AUGUSTO D HALMAR,RANCAGUA,1,1,1,293,10
2141,ESCUELA MUNICIPAL BALDOMERO LILLO,RANCAGUA,1,1,3,0,0
2143,ESCUELA MUNICIPAL HERMANOS CARRERA,RANCAGUA,1,1,1,316,10
2145,ESCUELA MUNICIPAL MARTA BRUNET,RANCAGUA,1,1,1,164,10
2146,COLEGIO MANUEL ROJAS,RANCAGUA,1,1,1,186,10
2147,ESCUELA MUNICIPAL J.M. BALMACEDA,RANCAGUA,1,1,1,244,10
2148,ESCUELA MUNICIPAL JUVENCIO VALLE,RANCAGUA,1,1,3,0,0
2150,INSTITUTO SAGRADO CORAZON,RANCAGUA,3,0,1,558,10
2151,COLEGIO PARTICULAR SANTA MARIA,RANCAGUA,3,0,1,583,10
2153,COLEGIO PARTICULAR SANTA MARIA GORETTI,RANCAGUA,3,0,3,0,0
2155,COLEGIO PARTICULAR WHIPPLE SCHOOL,RANCAGUA,3,0,1,418,10
2156,LICEO VILLA TRIANA,RANCAGUA,3,0,3,0,0
2159,COLEGIO PARTICULAR INFANTES DE O´HIGGINS,RANCAGUA,3,0,1,816,10
2160,ESCUELA PARTICULAR JULIO VALENZUELA,RANCAGUA,3,0,1,439,10
2162,COLEGIO PARTICULAR ADVENTISTA,RANCAGUA,3,0,1,379,10
2163,COLEGIO CUISENAIRE,RANCAGUA,3,0,1,239,310
2164,COLEGIO PARTICULAR GABRIELA MISTRAL,RANCAGUA,3,0,1,632,10
2165,COLEGIO NIÑO JESUS DE PRAGA,RANCAGUA,3,0,1,922,10
2166,INSTITUTO REGIONAL DE EDUCACION,RANCAGUA,3,0,1,976,10
2167,INSTITUTO SEWELL,RANCAGUA,3,0,1,196,110
2168,LICEO CARDENAL JOSE MARIA CARO,RANCAGUA,3,0,3,0,0
2169,COLEGIO PARTICULAR COONILIR,RANCAGUA,3,0,3,0,0
2170,COLEGIO PARTICULAR JAVIERA CARRERA,RANCAGUA,4,0,1,633,10
2171,COLEGIO PARTICULAR ANDRES BELLO,RANCAGUA,3,0,1,445,10
2172,COLEGIO SAN LUIS,RANCAGUA,3,0,2,0,0
2173,COLEGIO PARTICULAR BERNARDO O`HIGGINS,RANCAGUA,3,0,3,0,0
2174,COLEGIO SANTO TOMAS,RANCAGUA,3,0,1,595,10
2177,COLEGIO WEBER SCHOOL,RANCAGUA,3,0,3,0,0
2178,ESCUELA PARTICULAR SAINT PAUL COLLEGE,RANCAGUA,3,0,1,556,10
2179,COLEGIO PARTICULAR LOS CONQUISTADORES,RANCAGUA,3,0,1,828,10
2180,INSTITUTO MANUEL DE SALAS,RANCAGUA,3,0,3,0,0
2182,COLEGIO PARTICULAR SUBVENCIONADO MANZANAL,RANCAGUA,3,0,1,310,10
2183,COLEGIO PARTICULAR INSTITUTO SAN ANDRES,RANCAGUA,3,0,1,474,10
2184,ESCUELA PARTICULAR BUEN PASTOR,RANCAGUA,3,1,1,50,10
2185,COLEGIO ALONSO DE ERCILLA,RANCAGUA,4,0,1,162,10
2186,COLEGIO RANCAGUA COLLEGE,RANCAGUA,4,0,3,0,0
2191,COLEGIO SAGRADO CORAZON,RANCAGUA,4,0,1,0,0
2193,EL PRINCIPITO,RANCAGUA,4,0,3,0,0
2194,INSTITUTO INGLES RANCAGUA,RANCAGUA,4,0,1,1174,10
2196,INSTITUTO RANCAGUA,RANCAGUA,4,0,3,0,0
2197,COLEGIO ROXANE SCHOOL,RANCAGUA,4,0,3,0,0
2198,COLEGIO LA MERCED,RANCAGUA,4,0,3,0,0
2200,INSTITUTO O´HIGGINS,RANCAGUA,4,0,1,1897,110
2201,REPUBLICA DE GRECIA,RANCAGUA,4,0,3,0,0
2202,INST.PREMILITAR GRAL. FCO. J. DIAZ D.,RANCAGUA,4,0,3,0,0
2203,COLEGIO NUESTRA SRA. DE LOURDES,RANCAGUA,4,0,4,0,0
2204,TIA MARICHU,RANCAGUA,4,0,3,0,0
2205,LICEO PROFESOR MISAEL LOBOS MONROY,GRANEROS,2,0,1,278,310
2206,ESCUELA SIXTO MENDEZ PARADA,GRANEROS,2,0,1,444,10
2207,ESCUELA HERNAN OLGUIN MAYBE,GRANEROS,2,0,1,456,10
2209,COLEGIO ANTONIO TRDAN ARKO,GRANEROS,2,0,1,259,10
2210,ESCUELA MUNICIPAL VILLA LA COMPANIA,GRANEROS,2,1,1,298,10
2212,ESCUELA MUNICIPAL DE TUNICHE,GRANEROS,2,1,1,142,10
2214,ESCUELA MUNICIPAL DE LAS MERCEDES,GRANEROS,2,1,2,0,0
2215,ESCUELA MUNICIPAL DE LAS HIGUERAS,GRANEROS,2,1,1,0,0
2217,COLEGIO PARTICULAR NUESTRA SENORA,GRANEROS,3,0,1,621,10
2218,COLEGIO PARTICULAR GRANEROS,GRANEROS,3,0,1,960,10
2219,ESCUELA AGRICOLA CRISTO OBRERO,GRANEROS,3,0,1,320,710
2220,COLEGIO PARTICULAR SAN MARTIN,GRANEROS,3,0,1,289,10
2222,LICEO BICENTENARIO DE EXCELENCIA ALBERTO HURTADO,MOSTAZAL,2,0,1,512,310
2223,COLEGIO ANDRES BELLO,MOSTAZAL,2,0,1,345,10
2224,LICEO ELVIRA SANCHEZ DE GARCES,MOSTAZAL,2,0,1,422,10
2226,ESC. HIJOS DEL SOL,MOSTAZAL,2,1,1,298,10
2227,ESC. SAN FRANCISCO DE ASIS,MOSTAZAL,2,1,1,202,10
2228,ESCUELA EL RINCON,MOSTAZAL,2,1,1,284,10
2229,ESCUELA MARIA ALICIA PONCE MUNOZ,MOSTAZAL,2,1,3,0,0
2231,COLEGIO DEL CAMINO REAL MARIO MIRANDA PINTO,MOSTAZAL,2,1,1,197,10
2232,ESC. DE PARV. LAURITA VICUNA,MOSTAZAL,2,0,1,89,10
2233,COLEGIO TECNOLOGICO PULMAHUE,MOSTAZAL,3,0,1,232,110
2234,COLEGIO JESUS ANDINO,CODEGUA,2,0,1,643,10
2235,COLEGIO MARIANO LATORRE,CODEGUA,2,1,1,99,10
2236,ESCUELA EUGENIO GARCIA FERNANDEZ,CODEGUA,2,1,1,106,10
2237,ESCUELA LA CANTERA DE CALLEJONES,CODEGUA,2,1,1,70,10
2238,COLEGIO SANTA TERESA DE TUNCA,CODEGUA,2,1,1,50,10
2240,COLEGIO MUNICIPAL CRISTO DEL PARQUE,CODEGUA,2,1,1,133,10
2243,COLEGIO NATALIA PERALTA P,CODEGUA,2,0,1,21,212
2244,INSTITUTO LAUTARO DE CODEGUA,CODEGUA,3,0,1,176,10
2246,COLEGIO JUAN TACHOIRE MOENA,MACHALÍ,2,0,1,78,212
2247,COLEGIO GABRIELA MISTRAL,MACHALÍ,2,0,1,595,10
2248,PARVULARIO GRAL. O. BONILLA,MACHALÍ,2,0,1,142,10
2249,COLEGIO LOS LLANOS,MACHALÍ,2,0,1,429,10
2250,COLEGIO ARTÍSTICO SANTA TERESA DE MACHALI,MACHALÍ,2,0,1,389,10
2251,COLEGIO BELLAVISTA,MACHALÍ,2,0,1,188,10
2253,ESCUELA LOS NOGALES,MACHALÍ,2,1,3,0,0
2255,ESC. SAN JUAQUIN DE LOS MAYOS,MACHALÍ,2,1,1,53,10
2257,ESCUELA CHACAYES,MACHALÍ,2,1,1,69,10
2258,ESCUELA PARTICULAR SAN LORENZO,MACHALÍ,3,0,1,146,10
2259,COLEGIO PARTICULAR ARTURO PRAT,MACHALÍ,3,0,1,911,10
2260,COLEGIO COYA,MACHALÍ,4,0,1,1034,10
2262,COL.MARIA VILLALOBOS ARTEAGA,OLIVAR,2,0,1,634,10
2263,ESCUELA MUNICIPAL DE GULTRO,OLIVAR,2,1,1,372,10
2264,ESCUELA NUESTRA SRA. DE LA MERCED,OLIVAR,2,1,1,211,10
2265,ESCUELA BERTA SAAVEDRA SEGURA,REQUÍNOA,2,0,1,365,10
2266,ESCUELA BASICA CAMPO LINDO,REQUÍNOA,2,1,1,233,10
2267,ESC. REPUBLICA DE FRANCIA,REQUÍNOA,2,1,1,190,10
2268,ESCUELA MUNICIPAL SANTA AMALIA,REQUÍNOA,2,1,1,59,10
2269,ESCUELA MUNICIPAL EL RINCON,REQUÍNOA,2,1,3,0,0
2270,ESCUELA MUNICIPAL PICHIGUAO,REQUÍNOA,2,1,3,0,0
2271,ESCUELA MUNICIPAL SUECIA,REQUÍNOA,2,1,1,15,110
2272,ESCUELA PSDTE. EDUARDO FREI MONTALBA,REQUÍNOA,2,1,3,0,0
2274,COLEGIO LA PIMPINELA,REQUÍNOA,2,1,1,43,110
2275,ESCUELA DAVID DEL CURTO,REQUÍNOA,2,1,1,309,10
2276,ESCUELA MARTA LEON VARGAS,REQUÍNOA,2,1,3,0,0
